text,cmp_code,party_id,date
Targeting middle level drug-pushers,605,53420,200705
- A nationwide joint Garda National Drugs Unit/Criminal Assets Bureau initiative in now in place which targets the assets of middle ranking criminals involved in drug dealing.,605,53420,200705
A key feature of this initiative is An Garda Síochána’s deployment of asset profile officers in each Garda region.,605,53420,200705
Supporting victims of crime,605,53420,200705
"- In March 2005, Michael McDowell established the Commission for the Support of Victims of Crime with a three-year remit to devise an appropriate support framework for victims of crime into the future",605,53420,200705
and to disburse funding for victim support and assistance measures.,605,53420,200705
ASBOs – Anti-social behaviour orders have been introduced this year.,606,53420,200705
Senior Gardaí can apply to the District Court for an “order” which would prohibit a person from behaving in an anti-social manner.,605,53420,200705
Similar to civil injunctions (breaches of which are punishable as a criminal contempt) a breach of an ASBO will be a criminal offence.,605,53420,200705
Office of the Garda Ombudsman,605,53420,200705
– This independent office was mandated by An Garda Síochána Act 2005.,605,53420,200705
The Garda Ombudsman will replace the Garda Síochána Complaints Board and is expected to be operating in the coming months.,605,53420,200705
Garda Inspectorate,603,53420,200705
- An Garda Síochána Act 2005 also mandated the establishment of the Garda Inspectorate.,603,53420,200705
The principal job of the GI will be to review Garda operations and administration on behalf of the Minister for Justice,603,53420,200705
and to provide him with advice on best policing practice.,603,53420,200705
Tougher laws against gangland crime,605,53420,200705
– The recently passed Criminal Justice legislation has significantly strengthened our law in confronting serious crime:,605,53420,200705
Right to silence,605,53420,200705
– The law now provides for inferences to be drawn as to the credibility of a defence if details of that defence are not mentioned under Garda questioning.,605,53420,200705
Bail,605,53420,200705
- A Garda Chief Superintendent is now allowed give his or her opinion that the applicant for bail is likely to commit serious offences if granted bail.,605,53420,200705
The applicant is required to provide a statement of his or her assets and income /as well as details of his or her previous criminal record and details of previous bail applications.,605,53420,200705
"Those granted bail may be subject to electronic monitoring, to ensure they are complying ]",605,53420,200705
with the conditions set down by the Court.,605,53420,200705
"The prosecution authorities are being granted a right to appeal against a grant of bail or against any conditions attaching to bail, where granted.",605,53420,200705
Sentencing: Second Grave Offence,605,53420,200705
"- A person who commits any one of a list of scheduled grave offences and, within 7 years,",605,53420,200705
commits another one of those offences will be subject to a penalty of imprisonment equal to at least three quarters of the maximum laid down by law for that second offence.,605,53420,200705
"Where the second offence carries a potential maximum of life imprisonment, a sentence of at least 10 years should be imposed.",605,53420,200705
Sentencing: Conditions - A person who has been imprisoned for one of the scheduled offences may be made subject to a 'crime prevention order'.,605,53420,200705
That would require the person to observe any conditions laid down by the court.,605,53420,200705
These may include a condition that he or she keeps the Gardaí informed of his or her movements.,605,53420,200705
"The order may last for up to 10 years or until the maximum sentence for the offence, had it been imposed, would have expired.",605,53420,200705
Sentencing: Drugs – There will be a mandatory minimum sentence of at least 10 years,605,53420,200705
in cases where a convicted person had drugs to the value of €0.5m.,605,53420,200705
"o  Detention Periods – Maximum detention periods will be extended to 7 days in murder, kidnapping and other serious offences involving firearms or explosives.",605,53420,200705
This would be of major benefit in combating gangland crime.,605,53420,200705
"Retention of Samples – We now allow for the indefinite retention of  fingerprints,",605,53420,200705
"DNA, palm prints",605,53420,200705
and photographs of suspects.,605,53420,200705
"While crime ranks high in public concern, the reality is that crime rates today are actually lower than they were in the past.",305,53420,200705
"The headline crime rate in 1983 was 29.3 per 1,000 population.",305,53420,200705
In 2006 the figure had fallen to 26 even though recording of crime had probably increased due to the introduction of the Garda Pulse system and the fact that more items are insured.,305,53420,200705
"But regardless of whether crime is a greater problem or a lesser problem than in the past, it remains a serious problem which we are committed to combating.",605,53420,200705
And there is no doubt that gangland crime and drug crime are running at very serious levels.,605,53420,200705
"For that reason, the Gardaí were asked to set up Operation Anvil.",605,53420,200705
This is one of the most intensive special policing operations ever undertaken in the State.,605,53420,200705
It is intelligence-driven and targets those involved in gun crime.,605,53420,200705
"In addition, the importance of child protection",605,53420,200705
was highlighted by the Supreme Court’s decision last summer to declare unconstitutional the crime of statutory rape.,706,53420,200705
If elected to the next Government the Progressive Democrats propose the following further reforms over the lifetime of the government:,305,53420,200705
"Garda numbers - In line with the commitment given in 2002, the number of recruited GardaÌ has already increased from 12,200 to 14,200,",605,53420,200705
"and will be raised to 15,000 by the end of 2008.",605,53420,200705
"If re-elected the Progressive Democrats will further increase the strength of the Force to 16,000.",605,53420,200705
"Civilian Support – In order to ensure that provincial full time Gardaí are not deployed in routine administrative duties and to provide back up to the front-line policing function, an extra 1,200 administrative and back up staff will be attached to An Garda Síochána.",605,53420,200705
"These staff will provide administrative, technical, H.R., training and analysis service to the Force.",605,53420,200705
Crime Analysts - The Force will be assisted by the establishment of a specialist crime analysts’ service,605,53420,200705
operating at both local and regional levels.,301,53420,200705
Garda Reserve – The Garda Reserve has been established and is recruiting new members.,605,53420,200705
"The Progressive Democrats in Government will accelerate the recruitment process across the State and bring the strength of the Reserve to 3,200 members.",605,53420,200705
Garda Equipment - The Progressive Democrats will ensure that Gardaí have world class equipment:,605,53420,200705
The Tetra Digital Radio Network will be completed.,303,53420,200705
"Gardaí will be given all necessary protection equipment including batons, ballistic vests, spray kits,",605,53420,200705
in line with the advice of our Garda Siochana Inspectorate.,605,53420,200705
The Garda car fleet renewal programme will be completed and sustained.,605,53420,200705
A new tactical training centre has been acquired and will be developed.,605,53420,200705
Real and virtual firing ranges will be made available for all members who carry firearms.,605,53420,200705
Extensive investment will be made in I.T. equipment including the following: ·,605,53420,200705
updating of PULSE,605,53420,200705
· computerised finger print and DNA records,605,53420,200705
"· vehicle registration I.D. equipment with access to appropriate data bank, /with fixed locations and on-board vehicle scanners.",605,53420,200705
"Garda Efficiency - The Garda Inspectorate will report on the efficiency and effectiveness of An Garda Síochána including rostering, deployment and related issues.",303,53420,200705
"The Progressive Democrats will also ensure that a COMP-STAT system is put in place to ensure that Garda numbers and resources are matched to changing “on the ground” circumstances,",605,53420,200705
on the basis of a regular ongoing analysis at local and regional level.,301,53420,200705
Ombudsman - The Garda Ombudsman Commission which has been established will be made fully operational on the basis of adequate resources.,605,53420,200705
Garda Accommodation - The Progressive Democrats will ensure that responsibility for Garda Stations building and maintenance is devolved to a single unit,605,53420,200705
which will include legal and planning expertise and will ensure that split responsibilities are no longer a cause of delay.,605,53420,200705
Garda Management - It is essential that the management of An Garda Síochána be modernised and kept in line with best international bench-marked standards:,303,53420,200705
There will be a Management Board with expert lay membership to advise the Commissioner and Deputy Commissioners.,303,53420,200705
A special Oireachtas Committee will be established to ensure appropriate democratic accountability by the Force,202,53420,200705
and to compliment existing Ministerial accountability to the Dáil.,202,53420,200705
Members of the Oireachtas Committee will participate with members of the PSNI Board in an All-Ireland Policing Forum.,101,53420,200705
The Progressive Democrats will complete the network of Local Policing Committees,301,53420,200705
and will adjust Garda policing districts that they correspond with local government boundaries.,301,53420,200705
"CCTV systems – we will roll out Garda CCTV systems in the following locations: Athlone, Carlow, Castlebar, Clonmel, Drogheda, Dungarvan, Ennis, Kilkenny, Kinsale, Mullingar, Portlaoise, Sligo, Tallaght and Waterford.",605,53420,200705
We will strongly support Community based CCTV and special CCTV schemes for sheltered and senior accommodation.,605,53420,200705
Victim support,605,53420,200705
– we will double funding for victim support over the lifetime of the government.,605,53420,200705
ASBOs – we will monitor closely the implementation of ASBOs to ensure that they prove effective in the fight against petty crime,605,53420,200705
and anti-social behaviour.,605,53420,200705
D.N.A. and Forensic Science - The Progressive Democrats will provide for a comprehensive DNA and Forensic Science Service for the State including the construction of a new Forensic Science Laboratory which was recently announced.,605,53420,200705
Criminal Assets Bureau,605,53420,200705
"- The CAB will be further strengthened and at local and regional level provision will be made to deploy its power and resource in respect of assets,",605,53420,200705
"wealth and property accumulated by criminals who are engaged in low-level smuggling, drug dealing and theft.",605,53420,200705
The Progressive Democrats strongly believe that the Criminal Justice system must be the subject of a major overhaul to make it effective and fair.,605,53420,200705
The Progressive Democrats will bring forward proposals to deal with the issues raised and considered in the Report of Balance of Criminal Law Group published in March 2007.,605,53420,200705
Our aim is to keep the Criminal Law effective and fair.,605,53420,200705
The Rebalancing Package will respect fundamental human rights,605,53420,200705
and at the same time make the criminal justice process fairer from the point of view of the victim and the community.,201,53420,200705
"Character Evidence - In a case where an injured party has died or has become incapacitated and is unable to give evidence, and where the accused attacks their character, the accused will be cross-examined as to his or her character without the permission of the court.",605,53420,200705
The prosecution will be entitled to use evidence regarding the defendant's character in cases where a defendant has made efforts to attack the character of an incapacitated injured party or has through any other means tried to introduce evidence as to his/her own good character.,605,53420,200705
Exclusionary Rule – Courts will have discretion to admit evidence obtained in good faith having considered all of the circumstances and the rights of the victim.,605,53420,200705
Defendants in jury trials will be required to outline their defence to the jury at the beginning of the trial.,605,53420,200705
Videos of Garda Interviews - Videos of interviews will only be given to suspects after charges are pressed.,605,53420,200705
It will be an offence to show such videos to other persons without lawful excuse.,605,53420,200705
"Pre-Trial Disposal of Issues - In order to avoid a situation where juries are forced to endure long breaks in between the hearing of evidence,",605,53420,200705
all issues around the admissibility of evidence be disposed of before juries are sworn in.,605,53420,200705
Re-opening Acquittals Following New Evidence - Legislation should be enacted to give a right to the prosecution to complain in respect of miscarriages of justice on the basis of new or newly discovered evidence.,605,53420,200705
Identity parades - The injured party should be allowed identify the suspect through a one-way screen.,605,53420,200705
Victim Impact Statements - A judge should be able to direct that certain portions of a victim impact statement would not be reported upon or broadcast.,201,53420,200705
Ensuring that sentencing guidelines are developed and applied;,605,53420,200705
Educating Judges on a continuing basis;,605,53420,200705
Dealing with complaints of judicial misconduct.,605,53420,200705
Court of Criminal Appeal - The Court of Criminal Appeal will be strengthened and its membership will be made more permanent with a view of ensuring a consistent approach to sentencing for serious crimes.,605,53420,200705
Court of Civil Appeal - The Progressive Democrats will establish a Court of Civil Appeal between the High Court and the Supreme Court to deal with appeals on matters which have no major constitutional consequences.,605,53420,200705
"Commission on the Courts - The Progressive Democrats will establish an independent Commission to prepare a report on the structures, composition, working methods and efficiency of the Court system within 18 months and to make proposals for reform.",303,53420,200705
Legal Costs - The Progressive Democrats will complete the process of reform of the law relating to legal costs on foot of the Haran and Millar Reports.,403,53420,200705
"Community Courts and Restorative Justice - The Progressive Democrats will reform the District Court’s procedures for dealing with low-level criminal behaviour by introducing a system of community court jurisdiction in which persons who admit to such offences will be required to undertake immediate reparation to the community by participating in short informal community service projects such as cleaning up graffiti, cleaning vacant houses, and assisting in community re-cycling initiatives.",605,53420,200705
The Progressive Democrats will pursue the objectives of restorative justice in accordance with the aims of the National Commission on Restorative Justice which has been established and will report in 2008.,605,53420,200705
Family Courts - Transparent information about the functioning of the Family Court system will be made available by the Courts Service.,605,53420,200705
Land Law and Conveyancing - The Progressive Democrats will implement the Land Law and Conveyancing Bill and will make rapid progress towards immediate registration of land transactions and towards e-conveyancing.,201,53420,200705
Defamation - The Progressive Democrats will enact the Defamation Bill.,201,53420,200705
The issue of privacy law reform will be revisited with a view to ensuring that injunctions cannot be used to muzzle the press on matters of genuine public concern.,201,53420,200705
Civil Partnership - The Progressive Democrats will bring forward a proposal for protection and fairness for unmarried persons who are in long-term cohabiting relationships,706,53420,200705
– regardless of the sexual orientation (if any) of their relationship.,201,53420,200705
Prenuptial Agreements - The issue of prenuptial agreements will be addressed in the light of the expected report on the matter.,706,53420,200705
"The Progressive Democrats will bring forward comprehensive proposals designed to create a consensus on the constitutional protection of children from sexual abuse,",706,53420,200705
including the absolute zone of protection for younger children.,605,53420,200705
The Progressive Democrats will enact a single Sexual Offences Act as part of the recently established Criminal Law Codification Project.,605,53420,200705
We will restore the absolute liability of child sex abusers in line with the recommendations of the recently published All Party Committee Report on Sexual Offences.,605,53420,200705
We will put the necessary Constitutional Referendum to the people as a matter of priority.,203,53420,200705
"We will revisit and seek the introduction of café bars in line with the proposals in 2005, on foot of the 2003 the Liquor Licensing Commission recommendation.",403,53420,200705
"The Progressive Democrats are determined to reform and expand the Irish Prison Service so that those who are sent to prison are treated humanely,",605,53420,200705
given incentives to re-train,506,53420,200705
"and rehabilitate themselves,",506,53420,200705
"are kept in a drug free, secure environment and are prepared, where appropriate, for re-integration into society.",506,53420,200705
We strongly support measures that encourage and support prisoners in their endeavouring to live law abiding and purposeful lives as valued members of society.,605,53420,200705
"Prison Capacity – We will develop modern, new prisons at Thornton, Co. Dublin and Kilworth, Co. Cork.",605,53420,200705
"It is intended that Thornton will be able to house 1,200 prisoners.",605,53420,200705
Kilworth will house up to 500 prisoners.,605,53420,200705
These new prisons will allow the existing city-centre prisons of Mountjoy and Cork to be redeveloped.,605,53420,200705
"New accommodation at Wheatfield, Shelton Abbey, Loughan House, Castlerea and Portlaoise will also be constructed.",605,53420,200705
"Drugs-Free Prisons - The Progressive Democrats will implement a drug-free prisons policy in all prisons and places of detention,",605,53420,200705
involving mandatory random drug testing for prisoners,605,53420,200705
and proper programmes to counter addiction.,506,53420,200705
Isolation Units - A number of special isolation units will be established within the prison system for the accommodation of prisoners who are a major risk to society through organised crime links.,605,53420,200705
Mobile Phone Blocking – We will roll out the technology currently being piloted to make it impossible for prisoners to use mobile phones while in prison.,605,53420,200705
Probation - The Progressive Democrats will strongly support the further development of the Irish Probation Service,506,53420,200705
to ensure that persons at risk of re-offending are given a clear pathway to leading law-abiding lives.,506,53420,200705
Rehabilitation - Resources freed up by the ending of the overtime scandal in our prison system will be allocated to training and rehabilitation programmes.,605,53420,200705
"There has been a massive reduction in poverty in this country in the last decade with at least 250,000 people, including some 100,000 children,",504,53420,200705
lifted out of deprivation.,504,53420,200705
This has largely been achieved as a result of the unprecedented fall in unemployment,408,53420,200705
"and the large increases in the level of social welfare payments, particularly in recent years.",504,53420,200705
Social welfare rates have increased faster than both the rate of inflation,504,53420,200705
and the rate of growth in earnings thus providing a significant increase in real living standards for the less well off.,504,53420,200705
Much of the remaining poverty in today’s Ireland is concentrated amongst particular groups of people and in particular geographical areas.,504,53420,200705
We are strongly committed to eliminating this remaining poverty from our society.,504,53420,200705
"This requires a much more targeted approach tailored to meet the specific needs of these groups,",504,53420,200705
as well as maintaining a dynamic economy with full employment to facilitate their full inclusion in society.,410,53420,200705
In our overall fiscal framework we have provided for the resources necessary to fund an ambitious targeted programme of poverty reduction.,504,53420,200705
As a result in Government the Progressive Democrats will pursue the overall objective of the National Action Plan for Social Inclusion 2007-16:,504,53420,200705
"Building an Inclusive Society, namely the reduction in the number of those experiencing consistent poverty to between 2% and 4% by 2012,",504,53420,200705
with the aim of eliminating consistent poverty by 2016.,504,53420,200705
Achieving this will include the implementation of the following key commitments.,404,53420,200705
"Increase the early childcare supplement from €1,000 to at least €2,000.",504,53420,200705
"Invest €12 billion under the National Development Plan to provide childcare services,",504,53420,200705
child protection,706,53420,200705
"and recreational facilities for children,",502,53420,200705
and educational help,506,53420,200705
for children from disadvantaged communities and those with special needs.,706,53420,200705
"Provide an extra 50,000 new childcare places by 2010.",504,53420,200705
Make schools accessible to students outside normal school hours in order to address the needs of commuting families.,504,53420,200705
Develop the capacity to provide one year’s free community based pre-school education initially for children from low-income families/deprived areas,506,53420,200705
with a commitment to extending it to all children over time.,506,53420,200705
Maintain the value of Child Benefit in real terms.,504,53420,200705
Maintain the combined value of child income support measures at 33% - 35% of the minimum adult social welfare payment rate.,504,53420,200705
"Further enhance the Child Dependent Allowance, which was increased in Budget 2007,",504,53420,200705
and extend it to all low-income families regardless of labour force status so as to eliminate poverty traps.,504,53420,200705
"Provide €60 million under the National Children’s Strategy to advance the interests and well being of children, under the National Development Plan.",706,53420,200705
Increase the basic state pension to €300 per week (or 36% of the expected average industrial earnings then) by 2012.,504,53420,200705
"Introduce an option whereby people may defer receipt of their State pension in return for higher payments in later years, recognising that many people over 65 wish to continue working, /on a whole or part time basis.",706,53420,200705
"Continue the unprecedented expansion of community care for older people that we have put in place since 2005,",706,53420,200705
"with additional home care packages, home help hours and palliative care.",706,53420,200705
"Establish an Ombudsman for Older People as a focused, statutory office to be an advocate for older people, as well as providing a dedicated service for redress.",706,53420,200705
Enhance community services to older people including using the Rural Social Scheme to provide support services,504,53420,200705
to elderly people in remote rural areas.,706,53420,200705
"Develop 500 primary care teams to improve access to services in the community,",504,53420,200705
with particular emphasison meeting the needs of holders of medical cards.,504,53420,200705
Improve provision of specialised infrastructure for older persons,411,53420,200705
and / or persons with disabilities via increased thresholds for the Essential Repairs and Disabled Persons Grants Scheme and the Housing Aid or the Elderly Scheme.,706,53420,200705
Establish a nationwide Anti Social Isolation Scheme entitled ONE- 2- ONE to assist those people in communities who are lonely and isolated.,504,53420,200705
"This will be community-based scheme in each county, initially run on a pilot basis.",504,53420,200705
Local people and neighbours will become the outside link with the world for older people who might otherwise be isolated geographically or socially.,504,53420,200705
It will involve recruiting and training ‘neighbours’ who will visit older people on a weekly basis and provide them with companionship.,706,53420,200705
"Evaluate our rural post office network with a view to helping it retain and enhance its role as a valuable social hub in small and rural communities,",504,53420,200705
and help rural post offices develop new capabilities in a variety of services to the benefit of smaller communities.,504,53420,200705
"Also, examine the adequacy of post office accessibility in areas of rapid development.",504,53420,200705
"Introduce free, off-peak parking for people eligible",504,53420,200705
for the free travel pass.,706,53420,200705
"Introduce an entitlement to a contributory pension for women with insufficient contributions who left employment prior 1973, by reforming the Homemakers Scheme.",504,53420,200705
Introduce a scheme to alleviate the burden of waste-collection charges,706,53420,200705
for OAPs.,504,53420,200705
Provide active tailored support (including childcare) for those on long-term social welfare,504,53420,200705
"to help them access education training and employment,",506,53420,200705
with an overall aim of reducing by 20% the number of those whose total income is derived from long-term social welfare.,504,53420,200705
Maintain basic social welfare rates of at least 30% of Gross Average Industrial Earnings.,504,53420,200705
Ensure that supplementary welfare payments are based on family income rather than labour force status so as to eliminate “poverty traps”.,504,53420,200705
Provide additional supports to increase the employment opportunities available to people,408,53420,200705
"with disabilities with a target of having at least 7,000 extra people in employment by 2010.",706,53420,200705
Provide people on lower and middle incomes with increased incentive to provide for later life.,402,53420,200705
We will introduce a Special Pension Incentive Account (SPIA) where the State will contribute €1 for every €2 contributed by the individual.,402,53420,200705
"This will be available to all individuals earning up to twice average industrial earnings (currently €66,400), regardless of their tax liability.",402,53420,200705
It will be in lieu of other pension tax relief and contribution limits will be in line with those,402,53420,200705
available under the current tax relief scheme.,402,53420,200705
"In any tax year, people investing in their pensions will be able to elect for this new scheme of benefits or for the existing scheme of benefits.",402,53420,200705
As under SSIAs the individual will be able to choose from alternative investment options provided by registered financial institutions who agree to a regime of maximum charges and a code of practice designed to ensure that the benefit of the state contribution is not offset,402,53420,200705
by excessive charges.,402,53420,200705
"In addition we will request the National Pension Reserve Fund to provide an option whereby individuals can, for a modest fixed fee, contribute to a fund linked to the performance of the NPRF.",402,53420,200705
"Deliver increased social housing output to meet the accommodation needs of some 60,000 new households.",504,53420,200705
"Carers play an invaluable role in our society, particularly by enabling older people and people with disabilities to remain in their own homes.",504,53420,200705
In 1990 we introduced the carers allowance and since then it has been a valuable source of support for carers on low incomes.,504,53420,200705
As of April 2007 the income disregard for the carers allowance will be increased to €320(single) / €640(couple) per week.,504,53420,200705
"In order to provide an incentive to a wider range of carers the Progressive Democrats in government will, as part of a new National Carers Strategy, at least double the disregards over the life of the next government to €640(single) / €1280(couple) per week.",504,53420,200705
The agenda for the Progressive Democrats in the next government will be to lead Ireland towards excellence in all aspects of healthcare in our country.,504,53420,200705
"This will mean transforming patients’ experience of health services, so that they will know that they,",504,53420,200705
"and they alone, are put first.",504,53420,200705
We believe there is no impossible barrier to Ireland achieving excellence in health.,504,53420,200705
We are doing it on the economy;,305,53420,200705
we can do it on health.,305,53420,200705
"With the commitment and determination of all in health working towards shared goals,",504,53420,200705
we can achieve the excellent patient-centred services we all wish to see in our country.,305,53420,200705
We have started a major reform programme in this Government and there is no going back.,303,53420,200705
The foundations for excellence have been laid.,305,53420,200705
"And the improvements are now coming, in A&E, cleaner hospitals,",504,53420,200705
"shorter waiting times,",504,53420,200705
"cancer care,",504,53420,200705
"cardiac care,",504,53420,200705
"GP services,",504,53420,200705
and a new Children’s Hospital.,504,53420,200705
"Since 1997, there have been tremendous improvements in health.",504,53420,200705
Waiting times for heart operations cut dramatically 1997: 70% of children wait over a year for heart operations.,504,53420,200705
2007: no child waiting over a year.,504,53420,200705
1997: 75% of adults wait over a year for heart operations.,504,53420,200705
2007: most offered treatment within months.,504,53420,200705
National Treatment Purchase Fund has cut waiting times for the most common operations cut from years to months,303,53420,200705
Public patients are now offered a definite appointment for treatment in a private hospital if not treated within three months.,303,53420,200705
"40,000 more cancer patients discharged from hospitals, a 70% increase",504,53420,200705
"15% decrease in mortality in the under 65 age group achieved in 2001, three years ahead of target set in the first National Cancer Strategy 1996",504,53420,200705
"Smoke-free, healthier workplaces 2004: smoking banned in workplaces, setting international trends",504,53420,200705
National cancer screening programmes introduced 1997: no cancer screening anywhere,0,53420,200705
2007: Breastcheck brought to all regions; national cervical screening to start.,504,53420,200705
"300,000 more patient discharges from public acute hospitals",504,53420,200705
Acute hospital beds: fastest expansion ever,504,53420,200705
"Increase of acute hospital bed capacity by 1,200 beds between 2001 to 2005, and by over 1,600 since 1997.",504,53420,200705
"Largest ever expansion in services for people with disabilities in first-ever multi annual funding commitment, started in 2004",504,53420,200705
€900m programme being implemented.,504,53420,200705
"24,000 people getting day services,",504,53420,200705
"8,200 in residential care",504,53420,200705
"and 4,000 getting respite services.",504,53420,200705
"Largest increase healthcare staffing:  2,394 more doctors/dentists;",504,53420,200705
"8,460 more nurses,",504,53420,200705
four times m ore A&E consultants,504,53420,200705
"Since September 2004, Minister Mary Harney has brought real progress and reforms to health.",305,53420,200705
She has achieved measurable improvements to A&E services,504,53420,200705
– now improved by over 40 per cent.,0,53420,200705
She has introduced new legislation to set and enforce standards of care in nursing homes;,706,53420,200705
"for the first time, each patient will have an individual care plan.",706,53420,200705
She has cleaned up hospitals with the first-ever national hospital hygiene audit.,504,53420,200705
"She has put services for older people on the top of the agenda,",706,53420,200705
"with €400 million new funding over two budgets, to provide new home care, home help and long term care.",706,53420,200705
There are five times more home care packages for older people now than in 2005.,706,53420,200705
"She has invited private investment to build new hospitals faster than ever at public hospital sites,",504,53420,200705
"freeing up 1,000 beds for public patients.",408,53420,200705
She is ensuring that new consultants are hired on a new contract so that patients will be seen faster and discharged faster from hospital.,504,53420,200705
She is taking major new steps to bring fairness for public patients in hospitals.,504,53420,200705
"In the first major reform of medical regulation in 30 years, she has put a majority of lay people on the Medical Council,",304,53420,200705
and ensured Fitness to Practice hearings are held in public normally.,304,53420,200705
"She has expanded the role of nurses to provide faster patient services through nurse prescribing, for example.",504,53420,200705
She has brought in the first major overhaul of Pharmacy regulation in 130 years for patient safety.,403,53420,200705
"This also now allows, for example, Irish people who qualify as pharmacists in the UK to open pharmacies here without artificial restrictions or delays.",403,53420,200705
She has expanded free GP care for families on low incomes with the GP visit card.,504,53420,200705
"She has made the means test for the medical card much easier,",504,53420,200705
and made the largest increase in that means test for 30 years.,504,53420,200705
See www.progressivedemocrats.ie for a full set of achievements in health.,0,53420,200705
It is now time to use these improvements to transform the experience of health care for patients.,504,53420,200705
Our economic success has delivered substantial new resources for health.,410,53420,200705
"At the same time, we all know we cannot simply spend our way to excellence in healthcare.",414,53420,200705
Everyone agrees that we cannot simply scale up the old system.,414,53420,200705
"We need to continue changing the way the system works for patients, so that patients’ needs come first.",504,53420,200705
"The additional investment we will make in hospitals and in community services will work to deliver better, sustainable patient services",416,53420,200705
by matching funding with changed work practices and arrangements.,303,53420,200705
The fact that our population is relatively young offers us tremendous opportunities to build better health care services that will be sustained for decades ahead.,504,53420,200705
"The next stage in reform will be all about setting and enforcing standards,",303,53420,200705
and providing progressively stronger guarantees for patients of what they can expect from their health services.,504,53420,200705
"In leading health policy, the Progressive Democrats in government will ensure that:- Patient safety and quality care will drive all our decisions",504,53420,200705
- The patient interest will be put first and responsiveness to patients will be greatly improved in practical ways.,504,53420,200705
We will continue to invest high levels of public funding in health services,504,53420,200705
and facilities with financial incentives,402,53420,200705
built in for the results we seek for patients.,504,53420,200705
"We will provide as many services as possible in the community,",504,53420,200705
"close to people, and supporting independent living.",401,53420,200705
We want people to retain their independence for their full lifetime in as much as humanly possible.,401,53420,200705
We will encourage and require local management to solve specific problems.,401,53420,200705
"We will empower managers, staff and clinicians to work together to make improvements for patients in their own areas.",301,53420,200705
"We will encourage innovation by both public and private providers in health for faster, quality patient services.",403,53420,200705
We will bring public and private to work together for all patients;,403,53420,200705
we will not freeze out the private sector.,403,53420,200705
We will bring forward and implement recommendations of the Commission on Patient Safety recently established by Minister Mary Harney.,303,53420,200705
This will deal with all aspects of system design and procedures that affect patient safety.,303,53420,200705
We will progressively introduce Patient Guarantees of what people they can expect from their health service.,303,53420,200705
"We will ensure that these are real and practical, not aspirational.",303,53420,200705
We believe that organisations and processes should be driven by the results that patients expect.,303,53420,200705
We will work with the HSE to organise their operations of particular services so that real guarantees to patients will be managed and met.,303,53420,200705
We will start with the following twelve guarantees:,303,53420,200705
"Guarantee of an offer of an appointment for treatment from the National Treatment Purchase Fund,",303,53420,200705
"initially after three months’ waiting, reducing to two months for elective procedures.",504,53420,200705
Guarantee of seven day a week discharges from hospital.,303,53420,200705
Patients in hospital will be discharged as soon as medically ready.,303,53420,200705
No patient will stay in hospital waiting over a weekend for a doctor to make a discharge decision.,303,53420,200705
Guarantee of quality cancer care for people in every region.,504,53420,200705
Cancer patients in all parts of the country will receive the same quality standard of care.,504,53420,200705
"The cancer centres will be required to manage services to meet target, short treatment times for each aspect of cancer care.",303,53420,200705
"Guaranteed frequency of screening calls for breast, cervical and colorectal cancer.",504,53420,200705
Guarantee that all children needing cardiac and cancer care procedures will be treated as soon as medically ready.,504,53420,200705
"Guarantee that all beds in publicly-funded hospitals will be routinely available to all patients, starting at co-location campuses.",504,53420,200705
"Guarantee that standards of hygiene and infection control are enforced for patient safety,",303,53420,200705
with the ultimate sanction of withdrawal of a license for failure to adhere to standards.,303,53420,200705
Guarantee that hospitals will be organised to meet the target that no-one will wait for admission or discharge at an A&E Department beyond six hours from the time they arrive.,303,53420,200705
Guarantee that no-one will face unaffordable nursing home care costs.,504,53420,200705
"Guarantee that clear standards are communicated, set and enforced in nursing homes and residential care settings.",303,53420,200705
"Guarantee that patients will have available a range of high quality, primary care,",504,53420,200705
mental health,504,53420,200705
"and community health services,",504,53420,200705
accessible locally in modern centres and delivered by teams of skilled GPs and other professionals.,504,53420,200705
Guaranteed assessment for services,504,53420,200705
and a personal plan for persons with disabilities.,706,53420,200705
"Implementing these guarantees will require constant focus and excellent procedures,",303,53420,200705
where progress is measured and managed to achieve the results.,303,53420,200705
They will also require change in the way things are done throughout health,303,53420,200705
and cannot be achieved without the reformed working arrangements we envisage.,303,53420,200705
"Management, clinicians and health professionals all have a part to play.",301,53420,200705
Well-managed budgets are also required.,414,53420,200705
We believe these service guarantees will be achieved and sustained where there is overall budget discipline,414,53420,200705
"and a drive for efficiency, effectiveness and value for money.",303,53420,200705
"If budgets are not managed well in health care, service levels will not be sustained.",303,53420,200705
"We will work with the Health Service Executive to ensure that every aspect of our health services operate with clear, respectful communications with patients and their families.",303,53420,200705
We give this commitment to older people,706,53420,200705
– we will do our utmost to ensure that you are supported to live in your home for your lifetime.,706,53420,200705
We will continue to give the highest levels of priority to services for older people.,706,53420,200705
We will continue the unprecedented expansion of community care for older people,706,53420,200705
"that we have put in place since 2005, with additional home care packages,",504,53420,200705
home help hours,504,53420,200705
and palliative care.,504,53420,200705
"We will support a five-year strategy on hospice and palliative care, based on the recommendations of the 2001 Report of the National Advisory Committee on Palliative Care, with appropriate funding and a dedicated manpower and training programme.",504,53420,200705
We will appoint an Ombudsman for Older People,706,53420,200705
"to further support standards and quality care for health and wider public services for older people,.",706,53420,200705
"This will be modelled on the office of the Ombudsman for Children, which the Government established by statute in 2002,",0,53420,200705
